name,nationality,club,preferred.foot,position_group,age_group,overall,potential,wage,value
A. Di Gaudio,Italy,Parma,Right,FWD,25 to 30,74,74,39000,5000000
N. Milenković,Serbia,Fiorentina,Right,DEF,20 and under,74,83,28000,7000000
V. Demirel,Turkey,Fenerbahçe SK,Right,GK,Over 35,74,74,23000,750000
L. Cooper,Scotland,Leeds United,Left,DEF,25 to 30,74,75,34000,5000000
Edercinho Sepa,Brazil,Grêmio,Right,MID,25 to 30,74,74,22000,4000000
A. Morelos,Colombia,Rangers FC,Right,FWD,21 to 25,74,84,41000,9000000
J. Chester,Wales,Aston Villa,Right,DEF,25 to 30,74,74,18000,4000000
D. Sakho,Senegal,Bursaspor,Right,FWD,25 to 30,74,74,30000,6000000
E. Velázquez,Uruguay,Rayo Vallecano,Right,DEF,21 to 25,74,80,14000,6000000
M. Waris,Ghana,FC Nantes,Right,FWD,25 to 30,74,74,13000,6000000
T. Matavž,Slovenia,Vitesse,Right,FWD,25 to 30,74,74,15000,5000000
Y. Khacheridi,Ukraine,PAOK,Right,DEF,25 to 30,74,74,1000,4000000
Y. Gerhardt,Germany,VfL Wolfsburg,Left,MID,21 to 25,74,80,28000,6000000
K. Laifis,Cyprus,Standard de Liège,Left,DEF,21 to 25,74,78,13000,6000000
J. Hoilett,Canada,Cardiff City,Right,MID,25 to 30,74,74,44000,5000000
Pascoal Muscato,Brazil,Santos,Right,MID,25 to 30,74,74,15000,4000000
J. Furch,Argentina,Santos Laguna,Right,FWD,25 to 30,74,74,22000,6000000
Fransérgio,Brazil,SC Braga,Right,MID,25 to 30,74,74,13000,6000000
S. Gümüş,Germany,Galatasaray SK,Left,MID,21 to 25,74,78,38000,7000000
Anselmo,Brazil,Al Wehda,Right,MID,25 to 30,74,74,21000,4000000
J. Silva,Argentina,CD Leganés,Left,DEF,21 to 25,74,79,9000,6000000
Manquillo,Spain,Newcastle United,Right,DEF,21 to 25,74,78,30000,6000000
Daniel Candeias,Portugal,Rangers FC,Right,FWD,25 to 30,74,74,46000,5000000
R. Rey,Argentina,PAOK,Right,GK,25 to 30,74,77,1000,4000000
U. Račić,Serbia,Valencia CF,Right,MID,20 and under,74,83,18000,7000000
André Sousa,Portugal,Real Sporting de Gijón,Left,MID,25 to 30,74,74,7000,6000000
G. Ortíz,Argentina,Club Atlético Colón,Right,DEF,21 to 25,74,79,11000,6000000
A. Ademi,FYR Macedonia,Dinamo Zagreb,Right,MID,25 to 30,74,76,1000,5000000
P. Roberts,England,Girona FC,Left,MID,21 to 25,74,82,60000,8000000
Daniel Ayala,Spain,Middlesbrough,Right,DEF,25 to 30,74,76,41000,5000000
M. Kempf,Germany,VfB Stuttgart,Left,DEF,21 to 25,74,80,22000,6000000
R. Khedira,Germany,FC Augsburg,Right,DEF,21 to 25,74,77,17000,6000000
M. Casco,Argentina,River Plate,Right,DEF,25 to 30,74,74,18000,4000000
Caio Milaçar,Brazil,Ceará Sporting Club,Right,MID,31 to 35,74,74,19000,2000000
O. Norwood,Northern Ireland,Sheffield United,Right,MID,25 to 30,74,74,39000,6000000
C. Träsch,Germany,FC Ingolstadt 04,Right,MID,25 to 30,74,74,21000,4000000
C. Atsu,Ghana,Newcastle United,Left,MID,25 to 30,74,75,39000,6000000
A. Touré,Mali,AS Monaco,Right,DEF,21 to 25,74,79,38000,6000000
Eduardo,Portugal,Vitesse,Right,GK,31 to 35,74,74,34000,1000000
M. Andújar,Argentina,Estudiantes de La Plata,Right,GK,31 to 35,74,74,11000,2000000
K. Olsson,Sweden,AIK,Right,MID,21 to 25,74,79,8000,7000000
E. Krafth,Sweden,Amiens SC,Right,DEF,21 to 25,74,78,21000,6000000
R. Jack,Scotland,Rangers FC,Right,MID,25 to 30,74,78,39000,6000000
M. Luongo,Australia,Queens Park Rangers,Right,MID,21 to 25,74,77,9000,6000000
L. Jara,Argentina,Boca Juniors,Right,DEF,25 to 30,74,75,18000,5000000
M. Andreolli,Italy,Cagliari,Right,DEF,31 to 35,74,74,25000,3000000
A. Chahechouhe,Morocco,Fenerbahçe SK,Right,MID,31 to 35,74,74,49000,4000000
I. Kutepov,Russia,Spartak Moscow,Right,DEF,21 to 25,74,80,1000,6000000
J. Pivarić,Croatia,Dynamo Kyiv,Left,DEF,25 to 30,74,74,1000,4000000
E. Goldaniga,Italy,Frosinone,Right,DEF,21 to 25,74,76,32000,6000000
Elias Fontoira,Brazil,Internacional,Right,MID,31 to 35,74,74,21000,1000000
E. Saric,Bosnia Herzegovina,Suwon Samsung Bluewings,Left,MID,25 to 30,74,74,9000,6000000
S. Al Faraj,Saudi Arabia,Al Hilal,Left,MID,25 to 30,74,74,33000,5000000
L. Crisetig,Italy,Frosinone,Left,MID,21 to 25,74,77,26000,7000000
A. Pritchard,England,Huddersfield Town,Right,FWD,21 to 25,74,78,37000,7000000
D. Calvert-Lewin,England,Everton,Right,FWD,21 to 25,74,83,55000,9000000
T. Koopmeiners,Netherlands,AZ Alkmaar,Left,DEF,20 and under,74,83,10000,8000000
Joselu,Spain,Newcastle United,Right,FWD,25 to 30,74,74,44000,6000000
G. Svensson,Sweden,Seattle Sounders FC,Right,MID,31 to 35,74,74,7000,3000000
Enaldo Praz,Brazil,Grêmio,Left,DEF,25 to 30,74,74,22000,4000000
L. Griffiths,Scotland,Celtic,Left,FWD,25 to 30,74,74,46000,6000000
W. Katsande,Zimbabwe,Kaizer Chiefs,Right,MID,31 to 35,74,74,1000,3000000
S. Kırıntılı,Turkey,Atiker Konyaspor,Right,GK,31 to 35,74,74,12000,2000000
E. Crivelli,France,Stade Malherbe Caen,Right,FWD,21 to 25,74,80,20000,8000000
Jairo,Spain,Hamburger SV,Right,MID,21 to 25,74,77,12000,7000000
R. Bazoer,Netherlands,FC Porto,Right,MID,21 to 25,74,82,26000,8000000
G. Cunningham,Republic of Ireland,Cardiff City,Left,DEF,25 to 30,74,75,35000,5000000
C. Berra,Scotland,Heart of Midlothian,Left,DEF,31 to 35,74,74,8000,2000000
A. Beck,Germany,VfB Stuttgart,Right,DEF,31 to 35,74,74,26000,3000000
K. Roofe,England,Leeds United,Right,FWD,21 to 25,74,76,38000,7000000
G. Imbula,France,Rayo Vallecano,Left,MID,21 to 25,74,77,35000,7000000
D. Royer,Austria,New York Red Bulls,Right,MID,25 to 30,74,74,8000,5000000
C. Njie,Cameroon,Olympique de Marseille,Right,FWD,21 to 25,74,77,34000,7000000
K. Lawrence,Jamaica,New York Red Bulls,Left,DEF,21 to 25,74,77,7000,6000000
N. Sánchez,Argentina,Monterrey,Right,DEF,31 to 35,74,74,34000,3000000
N. Benezet,France,En Avant de Guingamp,Right,MID,25 to 30,74,74,20000,6000000
O. Şahan,Turkey,Trabzonspor,Right,MID,31 to 35,74,74,26000,4000000
M. Besler,United States,Sporting Kansas City,Left,DEF,31 to 35,74,74,7000,3000000
D. Falcinelli,Italy,Bologna,Left,FWD,25 to 30,74,75,29000,6000000
L. Moore,England,Reading,Right,DEF,21 to 25,74,78,26000,6000000
A. Aguilar,Colombia,FC Dallas,Right,MID,31 to 35,74,74,7000,2000000
Dani Raba,Spain,Villarreal CF,Left,MID,21 to 25,74,81,22000,8000000
B. Poulain,France,Club Brugge KV,Right,DEF,25 to 30,74,74,18000,4000000
Y. Nagatomo,Japan,Galatasaray SK,Right,DEF,31 to 35,74,74,40000,3000000
Raúl Fernández,Spain,UD Las Palmas,Right,GK,25 to 30,74,74,8000,3000000
Alberto,Spain,Rayo Vallecano,Right,GK,31 to 35,74,74,13000,2000000
J. Obi,Nigeria,Chievo Verona,Left,MID,25 to 30,74,75,15000,6000000
C. Hourihane,Republic of Ireland,Aston Villa,Left,MID,25 to 30,74,74,18000,6000000
B. Kuwas,Curacao,Heracles Almelo,Left,FWD,21 to 25,74,75,9000,6000000
Jailson Caeiro,Brazil,Botafogo,Right,DEF,25 to 30,74,74,18000,4000000
D. Chará,Colombia,Portland Timbers,Right,MID,31 to 35,74,74,7000,3000000
T. Mykhalyk,Ukraine,Lokomotiv Moscow,Right,DEF,31 to 35,74,74,1000,1000000
M. Bešić,Bosnia Herzegovina,Middlesbrough,Right,MID,21 to 25,74,79,58000,6000000
Alexis,Spain,Al Ahli,Right,DEF,31 to 35,74,74,29000,3000000
E. Puch,Chile,Querétaro,Right,MID,31 to 35,74,74,26000,4000000
Kel Perinho,Brazil,Chapecoense,Right,DEF,31 to 35,74,74,14000,1000000
C. Coady,England,Wolverhampton Wanderers,Right,DEF,21 to 25,74,77,46000,6000000
M. Estigarribia,Paraguay,Club Atlético Colón,Left,MID,25 to 30,74,74,13000,5000000
E. Sviatchenko,Denmark,FC Midtjylland,Right,DEF,25 to 30,74,77,19000,6000000
R. Ortiz,Paraguay,,Left,MID,25 to 30,74,75,0,0
Hugo Goiteira,Brazil,Ceará Sporting Club,Right,DEF,25 to 30,74,74,18000,4000000
L. Dimata,Belgium,RSC Anderlecht,Right,FWD,20 and under,74,82,29000,8000000
André Horta,Portugal,Los Angeles FC,Right,MID,21 to 25,74,82,6000,8000000
Fábio Melitinho,Brazil,Fluminense,Right,MID,31 to 35,74,74,25000,2000000
R. Quaison,Sweden,1. FSV Mainz 05,Right,FWD,21 to 25,74,78,22000,7000000
Luiz Felipe,Brazil,Lazio,Right,DEF,21 to 25,74,83,24000,7000000
T. Sippel,Germany,Borussia Mönchengladbach,Right,GK,25 to 30,74,74,17000,3000000
B. Nuytinck,Netherlands,Udinese,Left,DEF,25 to 30,74,76,22000,5000000
J. Buffarini,Argentina,Boca Juniors,Right,DEF,25 to 30,74,74,19000,4000000
A. Wakaso,Ghana,Vitória Guimarães,Right,MID,25 to 30,74,76,9000,5000000
N. Silva,Argentina,Club Atlético Banfield,Right,MID,25 to 30,74,74,15000,5000000
Castro,Portugal,Göztepe SK,Right,MID,25 to 30,74,74,22000,5000000
M. Hedges,United States,FC Dallas,Right,DEF,25 to 30,74,74,8000,4000000
João Pereira,Portugal,Trabzonspor,Right,DEF,31 to 35,74,74,24000,1000000
Insua,Spain,SD Huesca,Right,DEF,21 to 25,74,78,20000,6000000
Róber,Spain,Levante UD,Right,DEF,21 to 25,74,82,8000,7000000
Osvaldo Lodeiro,Brazil,América FC (Minas Gerais),Right,DEF,25 to 30,74,74,14000,4000000
Míchel,Spain,Real Valladolid CF,Right,MID,25 to 30,74,74,18000,5000000
N. Maupay,France,Brentford,Right,FWD,21 to 25,74,80,30000,8000000
J. Rodríguez,Uruguay,Santos Laguna,Right,FWD,21 to 25,74,79,18000,7000000
E. Mor,Turkey,RC Celta,Left,FWD,20 and under,74,83,16000,8000000
Lato,Spain,Valencia CF,Left,DEF,20 and under,74,83,18000,7000000
Fernandão,Brazil,Al Wehda,Right,FWD,31 to 35,74,74,24000,5000000
O. Martínez,Paraguay,Santos Laguna,Right,MID,31 to 35,74,74,19000,4000000
Suk Hyun Jun,Korea Republic,Stade de Reims,Right,FWD,25 to 30,74,75,19000,6000000
N. Maksimović,Serbia,Getafe CF,Right,MID,21 to 25,74,81,17000,8000000
J. Kembo-Ekoko,DR Congo,Bursaspor,Right,FWD,25 to 30,74,74,18000,5000000
S. Anđelković,Slovenia,Venezia FC,Right,DEF,31 to 35,74,74,5000,3000000
A. Katai,Serbia,Chicago Fire,Right,MID,25 to 30,74,74,9000,6000000
Fabiano Sonta,Brazil,Fluminense,Right,DEF,25 to 30,74,74,22000,4000000
A. Ioniţă,Moldova,Cagliari,Right,MID,25 to 30,74,74,27000,6000000
Seoane,Spain,CD Lugo,Right,MID,31 to 35,74,74,6000,1000000
C. Pizarro,Peru,SV Werder Bremen,Right,FWD,Over 35,74,74,18000,1000000
Ivo,Brazil,Henan Jianye FC,Left,MID,31 to 35,74,74,13000,4000000
L. Sané,Senegal,Orlando City SC,Right,DEF,31 to 35,74,74,7000,3000000
Iñigo Pérez,Spain,CA Osasuna,Left,MID,25 to 30,74,74,9000,4000000
D. Kreilach,Croatia,Real Salt Lake,Right,FWD,25 to 30,74,74,8000,5000000
T. Fosu-Mensah,Netherlands,Fulham,Right,DEF,20 and under,74,84,53000,8000000
S. Grandsir,France,AS Monaco,Right,MID,21 to 25,74,85,36000,9000000
B. van Leer,Netherlands,NAC Breda,Right,GK,25 to 30,74,76,11000,4000000
Diogo Leite,Portugal,FC Porto,Left,DEF,20 and under,74,87,5000,9000000
Davidson,Brazil,Vitória Guimarães,Right,MID,25 to 30,74,74,10000,6000000
Dídac Vilà,Spain,RCD Espanyol,Left,DEF,25 to 30,74,74,22000,4000000
A. Ciciretti,Italy,Parma,Left,FWD,21 to 25,74,78,44000,7000000
Jorge,Brazil,FC Porto,Left,DEF,21 to 25,74,80,38000,6000000
E. Didot,France,En Avant de Guingamp,Right,MID,31 to 35,74,74,19000,1000000
Marlon Nideiro,Brazil,Grêmio,Right,MID,31 to 35,74,74,25000,2000000
B. Bereszyński,Poland,Sampdoria,Right,DEF,21 to 25,74,77,25000,6000000
A. Hassan,Egypt,Olympiacos CFP,Right,FWD,21 to 25,74,78,1000,7000000
Jacson Zonta,Brazil,Vitória,Right,MID,31 to 35,74,74,13000,2000000
R. Fanni,France,Montreal Impact,Right,DEF,Over 35,74,74,5000,750000
A. Diamanti,Italy,Livorno,Left,MID,31 to 35,74,74,4000,2000000
E. Cardona,Colombia,Boca Juniors,Right,FWD,21 to 25,74,75,39000,6000000
S. Prcić,Bosnia Herzegovina,Levante UD,Right,MID,21 to 25,74,78,16000,6000000
Leo Caldeirinha,Brazil,Vitória,Left,MID,31 to 35,74,74,13000,2000000
T. Sainsbury,Australia,PSV,Right,DEF,25 to 30,74,77,13000,6000000
Edgar Ié,Portugal,LOSC Lille,Right,DEF,21 to 25,74,81,21000,7000000
Alvildo Sousa,Brazil,Sport Club do Recife,Right,MID,31 to 35,74,74,15000,2000000
F. Đuričić,Serbia,Sassuolo,Right,MID,25 to 30,74,76,40000,7000000
J. Boëtius,Netherlands,1. FSV Mainz 05,Right,MID,21 to 25,74,78,22000,7000000
F. Mubele,DR Congo,Toulouse Football Club,Right,FWD,21 to 25,74,78,23000,7000000
A. Chávez,Argentina,Club Atlético Huracán,Left,FWD,25 to 30,74,75,17000,6000000
V. Kovalenko,Ukraine,Shakhtar Donetsk,Right,MID,21 to 25,74,82,1000,8000000
Y. Kaboul,France,Watford,Right,DEF,31 to 35,74,74,39000,3000000
R. Meggiorini,Italy,Chievo Verona,Left,FWD,31 to 35,74,74,17000,4000000
B. Sagna,France,Montreal Impact,Right,DEF,31 to 35,74,74,5000,1000000
Kahraba,Egypt,,Right,MID,21 to 25,74,79,0,0
Rafael Vaz,Brazil,Universidad de Chile,Left,DEF,25 to 30,74,74,11000,4000000
Robson Denho,Brazil,Sport Club do Recife,Right,MID,25 to 30,74,74,14000,4000000
Renatinho,Brazil,Guangzhou R&F; FC,Left,MID,25 to 30,74,74,16000,5000000
J. Toljan,Germany,Borussia Dortmund,Right,DEF,21 to 25,74,78,30000,6000000
Claudiano Sobrino,Brazil,Chapecoense,Right,MID,31 to 35,74,74,14000,1000000
S. M'Bia,Cameroon,Toulouse Football Club,Right,MID,31 to 35,74,74,22000,3000000
Hélton Celanova,Brazil,Internacional,Left,FWD,25 to 30,74,74,25000,6000000
S. Sosa,Uruguay,Monarcas Morelia,Right,GK,31 to 35,74,74,8000,3000000
Erick Gameira,Brazil,Atlético Paranaense,Right,FWD,25 to 30,74,74,15000,6000000
Pol Lirola,Spain,Sassuolo,Right,MID,20 and under,74,80,26000,6000000
M. Jajalo,Bosnia Herzegovina,Palermo,Right,MID,25 to 30,74,74,5000,5000000
H. Mukhtar,Germany,Brøndby IF,Right,MID,21 to 25,74,81,21000,8000000
William,Brazil,VfL Wolfsburg,Right,DEF,21 to 25,74,79,28000,6000000
G. Bong,Cameroon,Brighton & Hove Albion,Left,DEF,25 to 30,74,74,35000,4000000
N. Hult,Sweden,AEK Athens,Left,DEF,25 to 30,74,74,1000,4000000
J. Geis,Germany,FC Schalke 04,Right,MID,21 to 25,74,77,20000,6000000
L. Cavallini,Canada,Puebla FC,Left,FWD,21 to 25,74,77,9000,7000000
P. Verhaegh,Netherlands,VfL Wolfsburg,Right,DEF,31 to 35,74,74,32000,1000000
Jadson Vidigal,Brazil,Grêmio,Right,FWD,25 to 30,74,74,27000,6000000
Álvaro Jiménez,Spain,Real Sporting de Gijón,Right,MID,21 to 25,74,81,17000,8000000
O. Vranješ,Bosnia Herzegovina,RSC Anderlecht,Right,DEF,25 to 30,74,75,17000,5000000
M. Bauer,Austria,Stoke City,Right,DEF,25 to 30,74,77,34000,5000000
O. Kayode,Nigeria,Shakhtar Donetsk,Right,FWD,21 to 25,74,78,1000,7000000
I. Nestorovski,FYR Macedonia,Palermo,Left,FWD,25 to 30,74,74,5000,6000000
F. Castillo,Colombia,Club Tijuana,Right,MID,25 to 30,74,75,19000,6000000
Bruno Varela,Portugal,SL Benfica,Right,GK,21 to 25,74,79,7000,5000000
L. Narsingh,Netherlands,Swansea City,Right,FWD,25 to 30,74,74,28000,6000000
K. Djidji,Ivory Coast,Torino,Right,DEF,21 to 25,74,76,19000,5000000
L. Robles,United States,New York Red Bulls,Right,GK,31 to 35,74,74,6000,2000000
A. Erokhin,Russia,,Right,MID,25 to 30,74,74,0,0
G. Shinnie,Scotland,Aberdeen,Left,MID,25 to 30,74,75,8000,5000000
L. Rizzo,Italy,Foggia,Right,MID,25 to 30,74,75,27000,6000000
I. Konaté,France,RB Leipzig,Right,DEF,20 and under,74,84,15000,7000000
B. Ecuélé Manga,Gabon,Cardiff City,Right,DEF,25 to 30,74,74,37000,4000000
J. Córdoba,Colombia,1. FC Köln,Right,FWD,21 to 25,74,78,20000,7000000
Edvaldisco,Brazil,Botafogo,Left,MID,25 to 30,74,74,18000,4000000
G. Sakai,Japan,Hamburger SV,Right,DEF,25 to 30,74,74,12000,4000000
A. González,Mexico,Monterrey,Left,MID,21 to 25,74,80,32000,7000000
R. Rosales,Venezuela,RCD Espanyol,Right,DEF,25 to 30,74,74,10000,4000000
J. Dueñas,Mexico,Tigres U.A.N.L.,Right,DEF,25 to 30,74,74,44000,5000000
N. De Préville,France,FC Girondins de Bordeaux,Right,FWD,25 to 30,74,74,36000,6000000
Diogo Figueiras,Portugal,SC Braga,Right,DEF,25 to 30,74,75,12000,5000000
A. El Ghazi,Netherlands,Aston Villa,Right,MID,21 to 25,74,80,23000,7000000
P. Aguilar,Mexico,Club América,Right,DEF,31 to 35,74,74,44000,3000000
K. Dolly,South Africa,Montpellier HSC,Left,MID,21 to 25,74,77,21000,7000000
F. Mora,Chile,U.N.A.M.,Right,FWD,21 to 25,74,78,18000,7000000
P. Barrientos,Argentina,Deportivo Toluca,Left,FWD,31 to 35,74,74,21000,3000000
H. Rodallega,Colombia,Trabzonspor,Right,FWD,31 to 35,74,74,28000,4000000
A. Epureanu,Moldova,Medipol Başakşehir FK,Left,DEF,31 to 35,74,74,20000,3000000
M. Caraglio,Argentina,Cruz Azul,Left,FWD,25 to 30,74,74,25000,5000000
S. Lung,Romania,Kayserispor,Right,GK,25 to 30,74,76,11000,4000000
Maurício,Brazil,Urawa Red Diamonds,Right,DEF,25 to 30,74,76,11000,5000000
A. Boruc,Poland,Bournemouth,Right,GK,Over 35,74,74,24000,375000
C. Gordon,Scotland,Celtic,Left,GK,31 to 35,74,74,20000,1000000
F. Santander,Paraguay,Bologna,Right,FWD,25 to 30,74,75,29000,6000000
A. Ramírez,Colombia,Atlético Nacional,Right,MID,Over 35,74,74,4000,1000000
M. Cabrera,Uruguay,Deportivo Cali,Right,MID,31 to 35,74,74,3000,4000000
B. Valdez,Paraguay,Club América,Right,DEF,21 to 25,74,77,42000,6000000
Pozo,Spain,Rayo Vallecano,Right,MID,21 to 25,74,81,15000,8000000
Bruno Gaspar,Portugal,Sporting CP,Right,DEF,21 to 25,74,78,10000,6000000
N. Rigoni,Italy,Chievo Verona,Right,MID,25 to 30,74,74,15000,6000000
I. Kahveci,Turkey,Medipol Başakşehir FK,Left,MID,21 to 25,74,78,19000,7000000
Sebas Couteira,Brazil,Atlético Paranaense,Right,MID,25 to 30,74,74,14000,5000000
Walace,Brazil,Hannover 96,Right,MID,21 to 25,74,80,22000,6000000
R. Shawcross,England,Stoke City,Right,DEF,25 to 30,74,74,34000,4000000
David Simão,Portugal,Boavista FC,Left,MID,25 to 30,74,74,9000,5000000
C. Rius,Argentina,Defensa y Justicia,Right,FWD,25 to 30,74,74,13000,5000000
B. Martins Indi,Netherlands,Stoke City,Left,DEF,25 to 30,74,77,34000,6000000
P. Rosario,Netherlands,PSV,Right,MID,21 to 25,74,82,9000,7000000
Álvaro García,Spain,Rayo Vallecano,Left,MID,21 to 25,74,75,17000,6000000
Kauã Abranches,Brazil,Paraná,Right,MID,31 to 35,74,74,19000,2000000
A. Gyan,Ghana,Kayserispor,Right,FWD,31 to 35,74,74,15000,4000000
D. Simpson,England,Leicester City,Right,DEF,31 to 35,74,74,46000,3000000
H. Seferović,Switzerland,SL Benfica,Left,FWD,25 to 30,74,76,12000,7000000
R. Sobhi,Egypt,Huddersfield Town,Right,MID,21 to 25,74,79,29000,7000000
P. Gazzaniga,Argentina,Tottenham Hotspur,Right,GK,25 to 30,74,78,46000,5000000
F. Mussis,Argentina,San Lorenzo de Almagro,Right,MID,25 to 30,74,75,17000,5000000
A. Masina,Italy,Watford,Left,DEF,21 to 25,74,79,33000,6000000
J. Błaszczykowski,Poland,VfL Wolfsburg,Right,MID,31 to 35,74,74,35000,4000000
J. Beausejour,Chile,Universidad de Chile,Left,DEF,31 to 35,74,74,11000,1000000
J. Livermore,England,West Bromwich Albion,Right,MID,25 to 30,74,74,31000,5000000
D. Kourmpelis,Greece,Panathinaikos FC,Right,MID,21 to 25,74,79,1000,6000000
Nicolás Formido,Brazil,Internacional,Left,MID,25 to 30,74,74,23000,5000000
J. Aidoo,Ghana,KRC Genk,Right,DEF,21 to 25,74,81,12000,7000000
Melendo,Spain,RCD Espanyol,Left,MID,20 and under,74,82,17000,8000000
E. Pieters,Netherlands,Stoke City,Left,DEF,25 to 30,74,74,35000,4000000
Luisinho,Portugal,SD Huesca,Left,DEF,31 to 35,74,74,19000,2000000
A. Semenov,Russia,,Right,DEF,25 to 30,74,75,0,0
Ramalho,Spain,Girona FC,Right,DEF,21 to 25,74,78,22000,6000000
Kévin Rodrigues,Portugal,Real Sociedad,Left,DEF,21 to 25,74,79,18000,6000000
K. Piątek,Poland,Genoa,Right,FWD,21 to 25,74,80,15000,8000000
R. Vlaar,Netherlands,AZ Alkmaar,Right,DEF,31 to 35,74,74,13000,2000000
R. van Wolfswinkel,Netherlands,FC Basel 1893,Right,MID,25 to 30,74,74,26000,5000000
Ilie Sánchez,Spain,Sporting Kansas City,Right,MID,25 to 30,74,75,7000,5000000
Ewerton,Brazil,1. FC Nürnberg,Left,DEF,25 to 30,74,74,20000,4000000
A. Chumacero,Bolivia,Puebla FC,Right,MID,25 to 30,74,75,9000,6000000
Dani Pacheco,Spain,Málaga CF,Right,MID,25 to 30,74,74,10000,6000000
L. Rodríguez,Argentina,Atlético Tucumán,Right,FWD,31 to 35,74,74,13000,3000000
A. Jahović,FYR Macedonia,Atiker Konyaspor,Right,FWD,31 to 35,74,74,18000,5000000
M. Britos,Uruguay,Watford,Left,DEF,31 to 35,74,74,39000,3000000
M. Rits,Belgium,Club Brugge KV,Right,MID,21 to 25,74,78,17000,7000000
S. Deli,Ivory Coast,SK Slavia Praha,Left,DEF,25 to 30,74,76,1000,5000000
H. Traoré,Mali,Stade Rennais FC,Right,DEF,25 to 30,74,76,24000,5000000
P. Aguedar,Paraguay,,Right,DEF,25 to 30,74,74,0,0
Crespo,Spain,PAOK,Right,DEF,31 to 35,74,74,1000,3000000
Rafael,Brazil,Sampdoria,Right,GK,25 to 30,74,77,23000,4000000
Bigas,Spain,SD Eibar,Left,DEF,25 to 30,74,75,10000,5000000
L. Öztunalı,Germany,1. FSV Mainz 05,Right,MID,21 to 25,74,80,20000,7000000
M. Jojić,Serbia,Medipol Başakşehir FK,Right,MID,25 to 30,74,76,22000,6000000
Vitor Bueno,Brazil,Dynamo Kyiv,Right,MID,21 to 25,74,81,1000,8000000
G. Til,Netherlands,AZ Alkmaar,Right,MID,20 and under,74,80,10000,8000000
I. Pussetto,Argentina,Udinese,Right,FWD,21 to 25,74,82,22000,8000000
A. Ajeti,Switzerland,FC Basel 1893,Right,FWD,21 to 25,74,81,19000,8000000
Luiz Araújo,Brazil,LOSC Lille,Left,MID,21 to 25,74,83,23000,8000000
A. Besedin,Ukraine,Dynamo Kyiv,Right,FWD,21 to 25,74,80,1000,8000000
T. Didillon,France,RSC Anderlecht,Left,GK,21 to 25,74,81,11000,6000000
Arana,Brazil,Sevilla FC,Left,DEF,21 to 25,74,82,10000,7000000
Zainadine,Mozambique,Clube Sport Marítimo,Right,DEF,25 to 30,74,74,9000,4000000
K. Théophile-Catherine,France,Dinamo Zagreb,Right,DEF,25 to 30,74,75,1000,5000000
A. Gianniotis,Greece,Olympiacos CFP,Right,GK,21 to 25,74,78,1000,5000000
Bruno Saltor,Spain,Brighton & Hove Albion,Right,DEF,Over 35,74,74,25000,650000
M. Stendera,Germany,Eintracht Frankfurt,Right,MID,21 to 25,74,79,24000,7000000
S. Kalu,Nigeria,FC Girondins de Bordeaux,Right,FWD,20 and under,74,85,25000,9000000
Juan Cala,Spain,UD Las Palmas,Right,DEF,25 to 30,74,74,10000,4000000
J. Tavernier,England,Rangers FC,Right,DEF,25 to 30,74,75,39000,5000000
W. McKennie,United States,FC Schalke 04,Right,MID,20 and under,74,86,12000,9000000
W. Tesillo,Colombia,Club León,Left,DEF,25 to 30,74,74,24000,4000000
A. Mariappa,Jamaica,Watford,Right,DEF,31 to 35,74,74,39000,3000000
S. Morrison,England,Cardiff City,Right,DEF,25 to 30,74,76,35000,5000000
J. Brenet,Netherlands,TSG 1899 Hoffenheim,Right,DEF,21 to 25,74,77,22000,6000000
B. Dack,England,Blackburn Rovers,Right,MID,21 to 25,74,78,32000,7000000
Y. Kubo,Japan,1. FC Nürnberg,Right,MID,21 to 25,74,78,16000,7000000
T. Pukki,Finland,Norwich City,Right,FWD,25 to 30,74,74,29000,6000000
William,Brazil,GD Chaves,Right,FWD,25 to 30,74,75,11000,6000000
L. Melgarejo,Paraguay,Spartak Moscow,Left,MID,25 to 30,74,74,1000,6000000
J. Jones,Trinidad & Tobago,SV Darmstadt 98,Left,MID,25 to 30,74,74,18000,6000000
I. Sosa,Argentina,Tigres U.A.N.L.,Right,MID,31 to 35,74,74,43000,4000000
M. Ekici,Turkey,Fenerbahçe SK,Right,MID,25 to 30,74,74,51000,5000000
A. Nyom,Cameroon,CD Leganés,Right,DEF,25 to 30,74,74,27000,4000000
K. Konaté,Ivory Coast,,Right,FWD,25 to 30,74,74,0,0
F. Đorđević,Serbia,Chievo Verona,Left,FWD,25 to 30,74,74,17000,5000000
E. Room,Curacao,PSV,Right,GK,25 to 30,74,75,11000,4000000
